conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e6cf730-c5b2-4101-8c44-b3e88a97a6ed,skill/competence,sector-specific,підтримувати якість води для аквакультури в інкубаторах,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Вимірювати потік води в резервуарах і природних прісних водоймах. Вимірювати параметри якості води, зокрема рН, температуру, вміст кисню, солоність, CO2, N2, NO2, NH4, каламутність і вміст хлорофілу.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e730bf1-c145-4456-8515-0033f3351067,skill/competence,sector-specific,організовувати винний льох,,,released,2016-09-15T10:50:41Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Систематизувати винний льох, щоб забезпечити відповідну кількість та різноманітність вина, а також здійснювати ефективну та результативну ротацію запасів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e77d381-df21-4f84-b3dd-6062be7ef4e1,skill/competence,occupation-specific,захищати рослини під час боротьби зі шкідниками,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Застосовувати методи захисту рослин від небезпечних хімікатів, які використовуються для боротьби зі шкідниками.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e7a8114-3e1b-4ca5-98a4-e0dc5abfe827,skill/competence,occupation-specific,розуміти людей,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Збирати інформацію про людей, уважно спостерігаючи за мовою тіла, реєструючи голосові сигнали та ставлячи запитання.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e881581-5301-4230-985c-d60ee3880f1b,skill/competence,occupation-specific,заповнювати машину для змішування глини,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Заповнювати машину для змішування глини зазначеними інгредієнтами, щоб отримати цеглу та черепицю.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e8b97f7-a21e-4499-8271-0e462b0da4f2,skill/competence,sector-specific,установлювати акумулятори транспортного обладнання,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Установлювати акумулятори в транспортні засоби за допомогою ручних та електроінструментів. Забезпечувати відповідність акумуляторів моделі транспортного засобу.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e8e2acf-5d58-4d99-807d-2ed77a6c8b17,skill/competence,cross-sector,з’єднувати дерев’яні елементи,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","З’єднувати дерев’яні матеріали за допомогою різноманітних технік і матеріалів. Визначати оптимальну техніку з’єднування елементів, як-от скріплення скобами, цвяхами, склеювання або загвинчування. Визначати правильний порядок роботи та виконати з’єднання.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e90ef65-646a-4b1d-8597-26ca88aa1c6b,skill/competence,cross-sector,виявляти аномалії,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Визначати, що є нормальним і ненормальним щодо самопочуття пацієнтів, на основі досвіду та інструкцій, повідомляти медичним сестрам про відхилення від норми.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ea26d96-22bc-4425-97d4-3fab5384f614,skill/competence,sector-specific,розподіляти поживні речовини,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Збирати та обробляти зразки ґрунту і тканин рослин. Спостерігати за використанням вапна та добрив.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ea702ba-2f9c-4ab9-a1ef-65bb6b7c4c14,skill/competence,occupation-specific,працювати в районах кризових ситуацій,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Підтримувати людей у середовищах, які є нестабільними та враженими конфліктами, наприклад, у країнах, що розвиваються.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eac15c1-fe9a-4b53-9f4e-b74747d665e5,skill/competence,transversal,розуміти письмову малайську мову,,,released,2025-01-27T15:56:04.062Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups","Читати та розуміти тексти в письмовій формі малайською мовою.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eacf2eb-24ad-4e0f-9003-fe226d74b381,skill/competence,sector-specific,користуватися пральною машиною,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Готувати обладнання та безпечно завантажувати і вивантажувати одяг у пральну машину та з неї. Вибирати правильну програму прання, розпізнавати несправності та перебої в роботі машини і повідомляти про це відповідну особу.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eae92cf-5f21-43e7-aa41-ab65b00c1b92,skill/competence,occupation-specific,оперувати панеллю тоталізатора,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Оперувати панеллю тоталізатора вручну або за допомогою програмного забезпечення, зокрема Autotote.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eb2fd88-0fde-49cd-9d9f-8ae823f52b3d,knowledge,cross-sector,процеси лазерного маркування,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Різні процеси маркування з використанням лазерів для нанесення маркування, як-от растрове маркування, векторне маркування тощо.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eb30deb-18d0-4e9d-9c53-30069ac9a108,knowledge,sector-specific,принципи роботи з молоддю,,,released,2024-02-23T09:44:16.153Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Мета та основні особливості роботи з молоддю: допомога молодим людям у повній реалізації їхнього потенціалу. Робота з молоддю охоплює широкий спектр заходів, що проводяться з молодими людьми, силами молоді та для молодих людей за допомогою неформального та інформального навчання.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ebcd941-fdb5-410d-8346-a5b85833331d,skill/competence,sector-specific,аналізувати рентгенівські знімки,,,released,2025-11-26T10:12:07.703Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Аналізувати рентгенівські знімки, щоб виявити джерела ускладнень у пацієнтів та інтерпретувати отримані результати.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ebddf41-2b7b-44b9-8faf-4b4503035e14,skill/competence,sector-specific,стелити килимове покриття,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Розміщувати килим у потрібному місці та розправляти складки. Зрізати надлишки килима по кутах для полегшення роботи.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ebf1482-ea10-4d69-a5ca-50cdacbe2d95,skill/competence,occupation-specific,коригувати ціни на паливо відповідно до процедур компанії,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Щодня відстежувати ціни на пальне та коригувати їх у разі потреби. Забезпечувати дотримання процедур компанії.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ebf1ab5-1088-492a-96f7-51d308b75c76,skill/competence,cross-sector,застосовувати процедури радіаційного захисту,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Переглядати правила захисту від іонізуючого випромінювання та гарантувати їх відповідність Директиві про медичне опромінення (Medical Exposure Directive, MED).
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ec3298f-a1c0-4381-9114-b62ba6772d75,knowledge,sector-specific,поліграфія,,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Виробнича галузь, що займається відтворенням тексту і зображень за допомогою друку.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ec37409-64d4-4c19-be87-0c0cd0f5260f,knowledge,sector-specific,фарби для трафаретного друку,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Різні типи трафаретних фарб, як-от фарби на основі розчинників, фарби на водній основі, водні пластизольні фарби та фарби, що закріплюються під дією ультрафіолетового випромінювання.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ec7edc2-f184-4c7d-bcd1-52b9d994934c,skill/competence,sector-specific,керувати лабораторією з виробництва харчових продуктів,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Керувати діяльністю лабораторії на заводі чи фабриці та використовуючи дані для моніторингу якості виробленої продукції.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ecf90f1-c511-464b-b26f-598d69182c70,skill/competence,cross-sector,розраховувати податки,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Обчислювати податки, які має сплатити фізична чи юридична особа або відшкодувати державна установа, відповідно до конкретного законодавства.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ed78f04-8282-40ab-89a6-9392fde00826,knowledge,cross-sector,ортопедія,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Ортопедія — це медична спеціальність, вказана в Директиві ЄС 2005/36/EC.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ed98048-bf2f-47e5-a0de-fd23d6abe2f6,skill/competence,cross-sector,користуватися обладнанням для миття підлоги,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Налаштовувати, обслуговувати та експлуатувати роторні, витяжні та підлогомийні машини та інше обладнання для догляду за підлогою, щоб чистити килими та мити тверду підлогу.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2edc3686-dc8b-498d-a174-a1f91917f86d,skill/competence,transversal,розуміти письмову мальтійську мову,,,released,2025-01-27T15:57:04.241Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups","Читати та розуміти тексти в письмовій формі мальтійською мовою.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ee3dfd7-fd74-42e8-b32d-5b727e6e929d,skill/competence,sector-specific,стерилізувати медичне обладнання,,,released,2016-12-20T19:22:15Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Дезінфікувати та чистити всі медичні пристрої та обладнання, зібрані з операційних, палат та інших відділень лікарні або клініки, а також перевіряти їх на наявність бактерій після дезінфекції за допомогою мікроскопа.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ee670aa-c687-4ff7-92eb-0abc9b57e5f2,knowledge,sector-specific,механіка суден,,,released,2023-03-28T15:03:47.497Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Механіка, пов’язана з човнами та кораблями. Розбиратися в технічних питаннях і брати участь у дискусіях на відповідні теми з метою вирішення пов’язаних з механікою проблем.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ee79495-6ff4-4a2b-b691-0a051a2bb7cf,skill/competence,sector-specific,просіювати какао-боби,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Просіювати какао-боби, щоб вибрати відповідні какао-боби для обсмажування та подрібнення. Переконуватися, що відібрані какао-боби відповідають стандартам якості, та очищати какао-боби з незначними дефектами.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eea3fd6-82ee-4334-8e36-62a0707cade1,skill/competence,sector-specific,проєктувати повітронепроникність будівель,,,released,2024-02-29T16:36:24.047Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Звертати увагу на повітронепроникність будівлі як частину концепції енергозбереження. Коригувати повітронепроникність проєкту, поки вона не досягне бажаного рівня.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ef14732-87de-4592-b968-bb6920e7e294,skill/competence,sector-specific,адаптувати бойові прийоми для вистав,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Переконатися, що бойові техніки, які використовуються під час виступу, підходять для цієї мети. Гарантувати безпеку виконавців та глядачів. Адаптувати техніку бою відповідно до контексту та художнього бачення постановки.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ef6bebc-2133-47df-b26a-f38f51b0f867,knowledge,sector-specific,комп’ютерна історія,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Історія розвитку комп’ютерів в умовах суспільства, що проходить процес цифровізації.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f036190-a18b-4739-a7b5-d330f63723ac,skill/competence,occupation-specific,вирощувати хміль,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Вирощувати хміль для виробництва пива та для інших цілей.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f043e92-84c4-49a0-8768-4d694c4a97a8,skill/competence,sector-specific,використовувати матеріали для тестування молочних продуктів,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Використовувати відповідне обладнання для проведення ряду випробувань молочних продуктів, щоб отримати надійні результати.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f04bb71-d476-43b3-a60b-5df1d05f5681,knowledge,sector-specific,Octopus Deploy,,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Інструмент Octopus Deploy — це програмне забезпечення, яке використовується для автоматизації розгортання додатків ASP.NET на локальних або хмарних серверах.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f05ac16-ecf0-4830-b3fb-f973f9d6c0db,skill/competence,occupation-specific,розводити свиней,,,released,2020-06-19T13:40:30.93Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Готувати відповідне середовище для розведення свиней. Вибирати та готувати відповідні місця проживання для конкретних різновидів свиней. Стежити за ростом і здоров’ям свиней та забезпечувати правильну годівлю. Визначати, коли свині готові до продажу, споживання або інших цілей.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f05d09d-7e91-423c-9210-19da0b0e34c6,skill/competence,sector-specific,обслуговувати іригаційні регулятори,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Обслуговувати та програмувати різні типи іригаційних регуляторів, зокрема механічні, на сонячних батареях, цифрові та комп’ютерні системи.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f0a426f-3b95-455b-a872-ef6dee168114,skill/competence,cross-sector,складати навчальні матеріали,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Написати, вибрати або порекомендувати програму навчального матеріалу для студентів, які навчаються на курсі.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f0f58f9-7dbf-4bd2-af1a-2c3678f4d851,skill/competence,sector-specific,консультувати споживачів щодо вибору делікатесів,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Надавати споживачам інформацію про делікатеси та вишукані страви. Повідомити їх про асортимент, наявний у магазині, виробників, походження, термін придатності, приготування та зберігання.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f1168be-b456-4d47-ba56-f122d0b79085,skill/competence,sector-specific,прикрашати випічку для особливих подій,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Прикрашати випічку для особливих випадків, як-от весілля та дні народження.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f12b96c-7e14-48aa-89e4-91603879a3a7,skill/competence,cross-sector,забезпечувати необхідну вентиляцію в цеху,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Вмикати вентиляційні системи, зокрема вакуумний насос або повітродувку виробничої машини, щоб видалити шкідливі випари, дим, пил або інше сміття з поверхні заготовки.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f19ff55-62a1-4142-aad0-dc954e8050e1,knowledge,sector-specific,методи сушіння тютюнового листя,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Процеси, спрямовані на видалення вологи з тютюнового листя та надання аромату з метою підготовки до вживання.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f1a7c08-e148-45e8-a258-44174a7becc5,skill/competence,sector-specific,враховувати юридичні аргументи,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Враховувати юридичні аргументи, представлені під час судового засідання або в іншому контексті, в якому розглядаються юридичні справи та вирішуються у спосіб, який надає обом сторонам однакові можливості представити свої аргументи та ухвалює рішення на основі аргументів у чесний і неупереджений спосіб.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f1b740a-8b2c-48c0-a38a-64d347370d1f,skill/competence,occupation-specific,лікувати пацієнтів з адентією,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Лікувати пацієнтів, у яких відсутній один чи кілька зубів, шляхом встановлення незнімних, знімних протезів та протезів на імплантатах.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f20ffb0-f701-4189-b4f4-620e9745e8a2,skill/competence,sector-specific,обслуговувати обладнання для обробки зображень,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Перевіряти обладнання для обробки зображень і процеси забезпечення якості. Повідомляти про несправності.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f216b61-b755-46a3-8c9f-289690358a26,knowledge,sector-specific,нейронаука,,,released,2023-11-03T09:42:27.356Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Наукова галузь, що вивчає структуру, розвиток і функції нервової системи. Вона зосереджується на нормальних функціях нервової системи, а також процесах, що відбуваються за наявності неврологічних, психічних розладів або розладів розвитку нервової системи.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f31126e-b6c9-4a20-8747-3b1eeb0ba426,skill/competence,sector-specific,консультувати з питань планування сім’ї,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Надавати поради щодо використання засобів контролю за народжуваністю та доступних методів контрацепції, статевого виховання, профілактики та лікування хвороб, що передаються статевим шляхом, консультування перед зачаттям та управління плідністю.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f48c606-a936-46a4-9058-dd925973efd6,skill/competence,sector-specific,вимірювати параметри якості води,,,released,2025-07-25T08:55:01.796Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Забезпечувати якість води, беручи до уваги різні елементи, зокрема температуру.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f4cdc7e-d98d-4e6c-9811-3dc28255c7ff,knowledge,sector-specific,соціальне підприємство,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Процес відтворення, передруку чи копіювання графічного матеріалу, особливо механічними чи електронними засобами, як-от фотографія чи ксерографія.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f4d68be-6e9f-46fa-9398-0573e900b5e3,skill/competence,cross-sector,спостерігати за новими розробками в інших країнах,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Спостерігати за політичними, економічними та соціальними подіями в закріпленій країні, збирати та повідомляти відповідну інформацію у відповідну установу.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f4e1ff6-1191-4fd8-b1bf-043af19cec65,skill/competence,cross-sector,проводити сенсорну оцінку харчових продуктів,,,released,2020-07-09T09:07:30.02Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Оцінювати якість певного виду харчових продуктів або напоїв на основі їх зовнішнього вигляду, запаху, смаку, аромату тощо. Пропонувати можливі покращення та порівняння з іншими продуктами.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f4f78ac-0246-4c59-907d-9fcb46f8fb77,skill/competence,cross-sector,розрізняти кольори,,,released,2016-12-20T18:54:43Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Визначити відмінності між кольорами, наприклад відтінки кольорів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f55c7ff-7f64-4f67-ae49-8ab7c75c3864,skill/competence,cross-sector,інформувати посадових осіб суду,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Інформувати посадових осіб суду, зокрема суддів, адвокатів та інших представників, про події дня, деталі справ, запланованих на цей день, присутність та інші важливі питання, що стосуються судового розгляду.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f566fb0-89f0-4d15-bd20-e00c93adff35,skill/competence,transversal,розуміти письмову грузинську мову,,,released,2025-01-27T10:56:03.24Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups","Читати та розуміти тексти в письмовій формі грузинською мовою.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f56d2b4-59fe-4895-9e7d-4544c10c58fb,skill/competence,sector-specific,промивати фотоплівку,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Стежити за тим, щоб плівка рівномірно висихала, промиваючи її в розведеному розчині неіоногенного змочувального агента.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f573172-298a-4345-bddb-a619df747709,knowledge,sector-specific,політика транспортного сектору,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Державне управління та нормативно-правові аспекти транспорту та інфраструктури, а також вимоги, необхідні для створення політики.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f573ad6-1fa6-46c5-a48d-912368fe55aa,skill/competence,sector-specific,робити рекламні презентації,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Готувати та проводити зрозумілу презентацію про продукцію чи послугу, визначаючи та використовуючи переконливі аргументи.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f5846c1-1271-44aa-9cd8-4a99cb74cc8f,skill/competence,sector-specific,розбирати машини,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Розбирати машини, дотримуючись визначених процедур та використовуючи інвентар для належного поводження з їхніми частинами. Упевнятися, що машини можна повторно зібрати після розбирання.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f58fc20-4528-410b-877f-3dec775f1b4e,skill/competence,cross-sector,змащувати двигуни,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Застосовувати моторне мастило для змащування двигунів внутрішнього згоряння, щоб зменшити зношування, очистити та охолодити двигун.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f69e057-4ecc-4710-88af-6c8fa0d23bc4,skill/competence,sector-specific,готувати установки для лікування риби,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Готувати установки для лікування риби, щоб надійно ізолювати заражену рибу під час лікування. Контролювати застосування методів лікування, щоб уникнути зараження інших риб, контейнерів та середовища загалом.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f6e5619-2478-475f-a414-ec05c2b72795,skill/competence,sector-specific,експлуатувати системи портового зв’язку,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Експлуатувати телефонні та радіосистеми, а також більш складні системи зв’язку, що використовуються у портах внутрішніх водних шляхів, для координування портових операцій.
	"
