conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52c3a6cf-90b1-4cba-b5b6-30561f298314,skill/competence,sector-specific,إعداد مصانع لصناعة المواد الغذائية,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تصميم بنية المصانع التي تشتمل على موارد ومعدات صناعة الغذاء بحيث تكون جاهزة لتكييفها لتناسب مجموعة المنتجات وتقنيات العملية المشتملة. الأخذ في الاعتبار العوامل الاقتصادية والبيئية.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52c3cdb6-9cf6-4807-9bef-03f8aa37f3ea,skill/competence,occupation-specific,تشغيل آلة الصابون المبشور,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تشغيل الآلات والمعدات المستخدمة في إنتاج الصابون المبشور.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1,knowledge,sector-specific,غروفي,,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",تقنيات ومبادئ تطوير البرمجيات، مثل التحليل، والخوارزميات، والترميز، واختبار وتجميع نماذج البرمجة في غروفي.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52d6eb67-56c0-4ad7-b5c2-71e7c2362ece,skill/competence,sector-specific,تثبيت المقابس الكهربائية,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تثبيت المقابس الكهربائية في الحوائط أو الغرف الأرضية السفلية. عزل جميع الكابلات الكهربائية في المقبس لمنع الحوادث.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52d91193-afbd-44b1-97df-54d43cf8de38,skill/competence,occupation-specific,وضع حلولاً للسلوك الضار,,,released,2016-12-20T20:27:28Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",إجراء الأبحاث المتعلقة بالسلوكيات الضارة مثل التدخين وتطوير الإستراتيجيات والطرق للمساعدة في منعها أو حلّها.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52dcd5c5-b9d4-4055-a282-60c232965670,skill/competence,sector-specific,وزن الخضروات والفواكه,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",وزن الخضراوات والفواكه للزبائن ووضع ملصقات السعر.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52e3507b-1cad-409f-9146-3c5e2afe7df9,skill/competence,sector-specific,إدارة الاتصالات على الإنترنت,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",الإدارة والإشراف على اتصالات الشركة والهيئة والأفراد بالأسواق الإلكترونية. التأكد من تطابق المعلومات المستخدمة في التواصل عبر الانترنت مع الإستراتيجية والصورة المراد نقلها.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52e53619-fa77-4f72-b237-5e4aae784dc2,knowledge,cross-sector,الإدارة المالية,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",مجال التمويل الذي يشير إلى التحليل العملي للعمليات والأدوات اللازمة لتعيين الموارد المالية. ويغطي هيكل الشركات ومصادر الاستثمار والزيادة في قيمة الشركات بسبب اتخاذ القرارات الإدارية.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52e62ff2-6458-473c-8b9d-b38ddfd098dc,skill/competence,occupation-specific,لف الأسلاك,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",لف الأسلاك على لفائف الأسلاك. يمكن استخدام لفائف الأسلاك بالأجهزة الكهربائية مثل المحثات والمحولات أوالمغناطيسات الكهربائية.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52eadbe6-db74-421a-a7f1-356567dc8248,skill/competence,cross-sector,تنظيف الأماكن العامة,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تطهير الأماكن التي يزورها الجمهور.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52eb7ab6-269f-4f44-a21d-b0c705eaf857,knowledge,cross-sector,الأنواع الموسيقية,,,released,2024-09-13T09:30:45.307Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",أنماط موسيقية وأنواع مختلفة مثل البلوز أو الجاز أو موسيقى الريغي أو موسيقى الروك أو إيندي.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52f537c2-bd6b-4d55-87d2-9b091c8de2e6,skill/competence,occupation-specific,تقديم تقارير عن بيانات الأرصاد الجوية المعتادة,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تقديم التقارير المحلية المعتادة عن الانتشار بالمطار في بلد المنشأ بما في ذلك المعلومات المتعلقة بالمعايير مثل اتجاه الرياح وسرعتها والرؤية والنطاق البصري لممر الطائرات وكمية السحب ونوعها ودرجة حرارة الجو وغيرها.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52f53839-858c-482d-a9cb-c2f40dd1c506,skill/competence,sector-specific,إدارة الوقت في عمليات الصب,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",العمل على عمليات الصب مع تقدير الوقت اللازم فيما يتعلق بتحقيق الجودة، على سبيل المثال عند قياس المدة التي يجب أن ترتاح بها القوالب قبل استخدامها في المزيد من عمليات الصبّ.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52f6fca4-1ab6-4588-983d-15a278148961,skill/competence,cross-sector,إدارة الخدمات اللوجستية متعددة الوسائط,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",إدارة تدفُّق المنتجات من خلال انتقال متعدد الوسائط.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5303169c-75d6-4751-9136-a4b88343388c,knowledge,cross-sector,إدارة وسائل التواصل الاجتماعي,,,released,2023-07-11T14:37:28.145Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",تخطيط وتطوير وتنفيذ الاستراتيجيات التي تهدف إلى إدارة منصات التواصل الاجتماعي، والمنشورات، وأدوات إدارة وسائل التواصل الاجتماعي، وصورة المنظمات فيها.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5308b523-dc53-4d32-91c7-6654ff40eea8,skill/competence,sector-specific,بدأ الاتصال مع البائعين,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تحديد بائعي السلع وبدء الاتصال بهم.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/530cb489-d900-46ab-9350-4d50ccd49eea,knowledge,cross-sector,طرق اللحام,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",طرق مختلفة للحام بين الأجزاء المعدنية باستخدام معدات مختلفة، مثل لحام الأكسجين والأسيتيلين ولحام قوسي بالمعدن والغاز ولحام قوسي غاز خامل-تنغستن.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/530cda05-cdb9-4ec2-b35e-644ed67981d0,skill/competence,occupation-specific,دراسة الهجرة السمكية,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",إجراء الأبحاث عن الهجرة السمكية وانتقالاتها والأخذ بعين الاعتبار العوامل البيئية مثل أثر درجة ملوحة المياه.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/530d8e4d-3618-4300-b8c3-6ffa8bf68cfb,skill/competence,cross-sector,مواكبة أحدث الفعاليات الجارية,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",البقاء على اطلاع بالفعاليات الجارية سواء المحلية أو العالمية وتكوين رأي بشأن القضايا والموضوعات المثيرة للجدل وإجراء محادثات قصيرة مع العملاء أو إنشاء علاقات أخرى في سياق مهني.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53103efa-a525-4a5b-81e5-282c4331e72c,skill/competence,sector-specific,وضع برنامجًا للعمل وفقًا للطلبات الواردة,,,released,2025-04-16T11:38:27.205Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",وضع جدول زمني للمهام بناءً على العمل الوارد وتوقع إجمالي حجم الموارد اللازمة لإنجاز العمل والقيام بإسنادها تبعًا لذلك. تقييم ساعات العمل المطلوبة والمعدات والقوى العاملة اللازمة مع الأخذ بعين الاعتبار الموارد المتاحة.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53141450-2fa9-4890-a64e-7ffd4e1144be,skill/competence,sector-specific,استخدام نظام إدارة السجلات الصحية الإلكترونية,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",التمكن من استخدام البرمجيات المحددة لإدارة سجلات الرعاية الصحية واتباع قوانين الممارسة المعمول بها.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/531c4cef-6fc0-4364-aa39-60f3d4fb0185,skill/competence,sector-specific,ازلة الأسطح,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",إزالة الأسطح المَعيبة أو غير المطلوبة. إزالة عناصر وكماليات الأسطح مثل بالوعات الأمطار والخلايا الشمسية. حماية المبنى من أي عناصر أثناء إزالة السطح.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/532bcdca-a889-4dea-8f7f-4e03d8cfd0d2,knowledge,cross-sector,ميكانيكا الطائرات,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تقنيات ميكانيكا الطائرات والمواضيع ذات الصلة لأداء مجموعة واسعة من إصلاحات الطائرات.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5330b70e-16f5-43a7-a6de-18fd6a4bd063,knowledge,cross-sector,العلاقات العامة,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",ممارسة إدارة جميع جوانب صورة ومفهوم شركة أو شخص بين أصحاب المصلحة والمجتمع بشكل عام.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5332d4e9-8604-4e69-9c7f-deae00d6cfe6,skill/competence,sector-specific,استخدام المعدات للرصّ الآمن,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",استخدام المعدات والأدوات للرصّ الآمن وضمان التحميل الملائم وتأمين البضائع.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5333761a-9a0e-4150-ac1d-6ff8111e37a8,knowledge,sector-specific,علوم الآثار,,,released,2023-05-09T16:09:24.04Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",دراسة استرداد وفحص البقايا المادية التي خلفها الإنسان في الماضي.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53386714-0e24-4df5-a460-b884e2d6c4c4,skill/competence,occupation-specific,القيام بتحصيل التعويضات,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",القيام بتحصيل الأموال التي يدين بها طرف لطرف آخر أو للحكومة كتعويض طبقًا لما حكمت به المحكمة القانونية.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/533b3f0b-c8f8-4668-95ef-69011bb081d7,knowledge,cross-sector,صناعة الملابس,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",حرفة خياطة الملابس والفساتين باتباع نمط. ويشمل ذلك تجميع اجزاء الملابس المقطوعة.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53403f06-6c51-4a24-9491-d8a6200526ce,skill/competence,cross-sector,وضع نموذجًا تخيليًا للمنتج,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","وضع نموذج رياضي أو نموذج تخطيطي ثلاثي الأبعاد على الحاسوب باستخدام نظام ""الهندسة المحوسبة"" أو الآلة الحاسبة."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5340627b-1461-4e56-be7d-87207317d555,skill/competence,sector-specific,تدريب الموظفين على إجراءات الجودة,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تعليم وتدريب أعضاء الفريق على إجراءات الجودة المتعلقة بمهام الفريق.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53456d90-8c0d-4bd2-9f1b-312619b6e2a6,knowledge,cross-sector,طرق اختبار الأجهزة,,,released,2025-04-16T11:39:42.137Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",تلك العمليات التي يتم فيها اختبار مكونات الأجهزة أو الأنظمة، مثل اختبار النظام (ST) واختبار الوثوقية المستمرة (ORT) والاختبار داخل الدائرة (ICT).
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/534e2ade-f9dd-470c-a56f-97d2cc896468,skill/competence,cross-sector,القيام بصيانة نظام المكابح,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",القيام بصيانة النظام الذي يوقف المركبات الآلية والدراجات. تحديد المشكلات، مثل التسرب. القيام بالإصلاحات اللازمة باستخدام الأدوات اليدوية والأدوات الكهربائية.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5352b24a-498e-4c45-88cb-6b120d9b8a30,skill/competence,sector-specific,تجهيز معدات سطح السفينة,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",التعامل مع مجموعة واسعة من معدات سطح السفينة؛ بما في ذلك الأبواب البحرية العازلة للمياه والأبواب الأرضية للسفينة والرافعات (الأوناش) والمضخات والأوتاد وبكرات الأحبال والفتحات والأصفاد وحلقات الربط وأغطية الخزانات العلوية والمثبتات (المراسي) ومرابط الحبال. تجهيز وتنظيم المعدات بالمواقع والكمية المطلوبة على سطح السفينة.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5354a726-ee64-4f34-90f8-8436f9f374b8,skill/competence,cross-sector,تحليل البيانات الإيكولوجية,,,released,2022-07-05T14:33:28.658Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",تحليل وتفسير البيانات البيئية والحيوية باستخدام برامج متخصصة.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53559aee-73ee-4fd2-9da9-57ddf1ed751f,skill/competence,occupation-specific,رسم خريطة باطن الأرض,,,released,2020-06-19T14:41:53.717Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",دراسة الموجات الزلزالية لرسم خريطة الغطاء الأرضي وكشف الحركة التكتونية.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53564525-89e7-4d9d-b770-59129ae350b9,skill/competence,occupation-specific,تنظيف الشوارع يدويًا,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تنظيف المساحات الحضرية العامة مثل الشوارع بوسائل يدوية باستخدام الفرش والمكانس أو القشاشات كما تقتضي إجراءات العمل وعندما لا تتمكن المعدات الأخرى من أداء ذلك.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5356783d-1f71-4e48-bc3b-b5d31311a955,skill/competence,occupation-specific,تطور النشاطات الحرفية,,,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تطوير النشاطات الحرفية لاستخدامها مع الأفراد من العامة مثل الرسم على الوجه وتلوينه وعمل الأقنعة.ضمان بقدر الإمكان ارتباط تلك الأنشطة بالنتائج التعليمية ذات الصلة.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/536132d6-cfc2-4f20-8c8e-4ab8e5ce79e1,skill/competence,sector-specific,حفر ثقوبًا في البلاط,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",استخدام مثقاب كربيد ذا رؤوس لإحداث ثقوب في البلاط. وضع شريطًا لاصقًا أو أي مادة تغطية مناسبة للحماية من القطع ومنع سن المثقاب من الانزلاق. وضع علامة على النقطة وشقّها بما يكفي باستخدام مخرمة. الضغط بما يكفي على المثقاب لمنع القطع أو التكسّر.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5368a46a-54b5-4874-a06f-964d557c1cfb,knowledge,cross-sector,استراتيجيات المنطقة الخضراء,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",نظرة السلطة حول كيفية استخدام مساحتها الخضراء. ويشمل ذلك الأهداف التي تريد تحقيقها، والموارد والأساليب والإطار التشريعي والوقت اللازم لتحقيق هذه الأهداف. 
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53780150-1581-4ae6-b435-34068c172caf,knowledge,sector-specific,فايبر (Vyper),,,released,2024-02-14T17:21:44.181Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","تقنيات ومبادئ تطوير البرامج، مثل التحليل، الخوارزميات، التشفير، الاختبار وتجميع نماذج البرمجة بلغة البرمجة فايبر.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5378a25c-5316-4bf3-afd8-b8c2fb06aad1,skill/competence,occupation-specific,تحديد المواد المقررة,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",وضع رسومات الإنشاء وتحديد المبنى واختيار مواد وطرق الدهانات الملائمة.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/537adb50-9d91-4076-af8c-f95a3c2ed027,skill/competence,occupation-specific,تطبيق طرق النسج المتعلقة بأثاث الخيزران,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تطبيق طرق النسيج المتنوعة لتشكيل هيكل صلب أو سطح للجلوس بوسائل التضافر المتشابك والقيام بتركيبها بإطار الكرسي باستخدام الطرق المختلفة مثل حفر الفتحات أو باستخدام مادة لاصقة.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53815c73-d352-4d4d-92cb-fb7020cbd8e6,skill/competence,sector-specific,تنفيذ دقة التحكم في المخزون,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تنفيذ إجراءات التحكم والمستندات المتعلقة بمعاملات المخزون.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5383580a-a429-4af9-84d1-baecfbd6809c,skill/competence,sector-specific,القيام بعملية الطلاء,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",القيام بعملية طلاء الأسطح باستخدام الفرش.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5383a985-85f6-45ac-bb5a-1e4b48bb6e76,skill/competence,sector-specific,تشغيل غرفة محركات السفن,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",القيام بتشغيل وصيانة غرفة محركات السفن. تشغيل غرفة المحرك الرئيسي حيث يوجد المحرك وآلات الدفع.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/538b91e8-565c-4483-bf97-6ff120e207a7,skill/competence,occupation-specific,إعطاء تعليمات للعاملين في المطبخ,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",إعطاء تعليمات للعاملين في المطبخ وإرشادهم وتعليمهم ومدّهم بالدعم قبل الخدمات وأثناءها وبعدها.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/538f8bc6-a5bf-422b-8112-5ad3fe9de9a0,knowledge,sector-specific,الاستدامة الحضرية,,,released,2024-01-29T11:35:51.81Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","فرع التخطيط الحضري الذي يهدف إلى تحسين الظروف الاجتماعية والاقتصادية والبيئية للمدينة.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5393128b-d743-4b3f-b9d0-15ec8f6643a6,knowledge,sector-specific,تصنيع المواد المنزلية المعدنية,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تصنيع أدوات المائدة والأواني الفخارية والأطباق وغيرها من الأدوات غير الكهربائية للاستخدام على الطاولة أو في المطبخ.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/539b2a34-5982-40b7-ae0c-1a6c3b992627,skill/competence,occupation-specific,تقديم بطلب للحصول على تصاريح العمل,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",التقدم بطلب الحصول على تصاريح العمل للنفس أو للآخرين أمام الجهات المعنية. تقديم جميع المستندات اللازمة.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/539d758d-8625-4b82-bad1-71cddead2a48,skill/competence,cross-sector,مساعدة في طلبات القروض,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",مساعدة العملاء في ملء طلبات القروض الخاصة بهم وإدارتها، وذلك بتزويدهم بالمساعدة العملية مثل توفير المستندات المطلوبة وإعطاء التعليمات بشأن الإجراءات وتقديم نصائح أخرى مثل أي حجج أخرى يمكن توجيهها إلى منظمة الإقراض لتأمين القرض.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/539edd73-5c9b-4498-96f2-68a9cd2e6073,knowledge,cross-sector,أنظمة التهوية,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",أنواع أنظمة التهوية الميكانيكية التي تسمح بتبادل الهواء وتداوله.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53a1a19b-8b61-481a-9791-70345fb6a335,skill/competence,sector-specific,تبليغ التقارير المقدمة من قبل الركاب,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",نقل المعلومات المقدَّمة من قِبَل الركّاب إلى الرؤساء. تفسير طلبات الركّاب ومتابعة الطلبات.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53a2c0d8-d08d-483f-b708-7d6928f63005,skill/competence,sector-specific,إشراف على عمليات الآبار,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",الإشراف على عمليات موقع الآبار وإدارة طاقم العمل بما في ذلك تدريب العاملين والإشراف عليهم. إدارة الطاقم الذي يعمل كفريق وضمان الوفاء بالمواعيد النهائية لرفع مستوى رضا العميل.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53af2b85-fac4-4c3f-afe2-44aa4a545ff3,skill/competence,occupation-specific,إشراف على الأنهار والجداول,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",الحماية والإشراف على الأنهار والجداول كونها مواطن لسمك السلمون والمرقط.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53b12b36-d27d-4ae9-8681-36d1cf697939,skill/competence,cross-sector,استخدام معدات الحفر,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",استخدام معدات الحفر مثل الكابلات والحبال والبكرات والروافع (الأوناش) لتأمين المباني العالية بأمان.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53b1bd78-cfd9-4677-bfdb-8b82950e45cd,skill/competence,sector-specific,تشغيل الأحواض بعد عملية النترجة,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",تشغيل الأحواض بإبطال مفعول الأحماض المتبقية من عملية النترجة باستخدام مياه دافئة.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53b1dcbc-7c51-43cd-9e3a-9ca78afd2895,knowledge,cross-sector,ميكانيكا الدراجات,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",استراتيجيات فنية في ميكانيكا الدراجات والمواضيع ذات الصلة لإجراء مجموعة واسعة من إصلاحات الدراجات.
